25
Telex-google
51
74 0 send
74 0.00205397605896 recv
66 0.000107049942017 send
276 8.70227813721e-05 send
66 0.00266790390015 recv
1514 0.00692510604858 recv
66 6.50882720947e-05 send
1514 7.39097595215e-05 recv
66 6.50882720947e-05 send
1074 0.00536894798279 recv
66 6.38961791992e-05 send
264 0.0119791030884 send
332 0.00651502609253 recv
348 0.000670909881592 send
66 0.00214004516602 recv
172 0.00868487358093 recv
284 0.0223100185394 send
1514 0.0133361816406 recv
100 8.70227813721e-05 recv
66 4.79221343994e-05 send
1514 0.00108098983765 recv
804 0.00190591812134 recv
66 6.31809234619e-05 send
284 0.00342798233032 send
204 0.0121278762817 recv
460 0.00195097923279 send
66 0.0414371490479 recv
1514 0.00732684135437 recv
100 7.5101852417e-05 recv
66 0.000159025192261 send
1514 0.000970840454102 recv
1514 0.0030369758606 recv
1514 8.41617584229e-05 recv
66 0.000123023986816 send
1514 6.29425048828e-05 recv
1514 0.0028510093689 recv
1514 7.79628753662e-05 recv
1514 0.000107049942017 recv
66 1.28746032715e-05 send
1514 0.00290203094482 recv
1514 9.29832458496e-05 recv
66 0.000163078308105 send
1514 0.000134944915771 recv
1514 0.00270104408264 recv
1068 8.51154327393e-05 recv
66 0.00011682510376 send
748 0.038341999054 send
66 0.0019690990448 send
66 0.00304007530212 recv
66 0.00250697135925 recv
66 3.2901763916e-05 send
Telex-google
52
74 0 send
74 0.00419783592224 recv
66 7.82012939453e-05 send
276 5.07831573486e-05 send
66 0.00149703025818 recv
1514 0.0104801654816 recv
66 6.19888305664e-05 send
1514 5.88893890381e-05 recv
66 2.8133392334e-05 send
1074 2.38418579102e-05 recv
66 1.59740447998e-05 send
264 0.0102491378784 send
332 0.00713396072388 recv
348 0.000545024871826 send
66 0.00175499916077 recv
172 0.00990605354309 recv
284 0.0235958099365 send
1514 0.0173351764679 recv
100 3.48091125488e-05 recv
66 1.50203704834e-05 send
1514 0.00545716285706 recv
804 2.00271606445e-05 recv
66 4.98294830322e-05 send
284 0.00203394889832 send
204 0.0117461681366 recv
460 0.00244498252869 send
66 0.0411019325256 recv
1514 0.00961995124817 recv
100 7.31945037842e-05 recv
1514 3.2901763916e-05 recv
66 9.70363616943e-05 send
1514 0.00426697731018 recv
1514 7.9870223999e-05 recv
1514 3.71932983398e-05 recv
1514 4.19616699219e-05 recv
66 4.10079956055e-05 send
1514 0.00379991531372 recv
66 7.79628753662e-05 send
1514 8.20159912109e-05 recv
1496 4.6968460083e-05 recv
66 5.91278076172e-05 send
1514 0.00386095046997 recv
1514 6.79492950439e-05 recv
66 4.91142272949e-05 send
1514 7.58171081543e-05 recv
1118 5.31673431396e-05 recv
66 4.38690185547e-05 send
748 0.0350110530853 send
66 0.00199007987976 send
66 0.000453948974609 recv
66 0.00131011009216 recv
66 2.98023223877e-05 send
Telex-google
54
74 0 send
74 0.00158905982971 recv
66 5.50746917725e-05 send
276 7.08103179932e-05 send
66 0.00212812423706 recv
1514 0.00596594810486 recv
66 2.40802764893e-05 send
1514 2.69412994385e-05 recv
66 1.19209289551e-05 send
1074 1.21593475342e-05 recv
66 9.05990600586e-06 send
264 0.00429892539978 send
332 0.00870585441589 recv
348 0.000213146209717 send
66 0.00165700912476 recv
172 0.00880694389343 recv
284 0.0318119525909 send
1514 0.0133731365204 recv
100 7.20024108887e-05 recv
66 1.59740447998e-05 send
1514 0.000365972518921 recv
804 0.00382804870605 recv
66 6.38961791992e-05 send
284 0.00459003448486 send
204 0.0115211009979 recv
460 0.00173997879028 send
66 0.0384378433228 recv
1514 0.00887513160706 recv
100 6.79492950439e-05 recv
66 0.000114917755127 send
1514 0.000256061553955 recv
1514 0.00240302085876 recv
1514 5.19752502441e-05 recv
1514 2.50339508057e-05 recv
66 5.79357147217e-05 send
1514 0.00217914581299 recv
1514 6.89029693604e-05 recv
66 5.29289245605e-05 send
1514 7.20024108887e-05 recv
1496 4.50611114502e-05 recv
66 4.19616699219e-05 send
1514 0.00347304344177 recv
100 6.79492950439e-05 recv
66 4.19616699219e-05 send
1514 0.000533103942871 recv
1514 5.10215759277e-05 recv
66 8.48770141602e-05 send
1084 0.00174808502197 recv
66 0.0388638973236 send
748 0.000665187835693 send
66 0.00200700759888 recv
66 0.00156283378601 send
66 0.00238299369812 recv
66 5.81741333008e-05 send
Telex-google
52
74 0 send
74 0.00196194648743 recv
66 3.00407409668e-05 send
276 2.88486480713e-05 send
66 0.00177311897278 recv
1514 0.00703001022339 recv
66 3.00407409668e-05 send
1514 2.28881835938e-05 recv
66 1.4066696167e-05 send
1074 9.05990600586e-06 recv
66 6.91413879395e-06 send
264 0.00436997413635 send
332 0.0326089859009 recv
348 0.000634908676147 send
66 0.00171113014221 recv
172 0.00986289978027 recv
284 0.022369146347 send
1514 0.0146100521088 recv
100 8.89301300049e-05 recv
66 4.60147857666e-05 send
1514 7.10487365723e-05 recv
804 0.00154781341553 recv
66 0.000102043151855 send
284 0.00281095504761 send
204 0.0113561153412 recv
460 0.00207090377808 send
66 0.0393750667572 recv
1514 0.0100030899048 recv
100 6.19888305664e-05 recv
66 0.000113010406494 send
1514 0.00321984291077 recv
1514 4.91142272949e-05 recv
1514 2.09808349609e-05 recv
66 6.48498535156e-05 send
1514 0.0033061504364 recv
1514 2.78949737549e-05 recv
66 1.90734863281e-05 send
1514 3.00407409668e-05 recv
1514 9.05990600586e-06 recv
66 3.38554382324e-05 send
1514 0.00465607643127 recv
1514 3.69548797607e-05 recv
66 1.59740447998e-05 send
1514 2.40802764893e-05 recv
1514 9.05990600586e-06 recv
66 0.00044584274292 send
1004 0.00305008888245 recv
748 0.0346529483795 send
66 0.00174903869629 recv
66 0.00179386138916 send
66 0.00138401985168 recv
66 3.71932983398e-05 send
Telex-google
54
74 0 send
74 0.00435185432434 recv
66 0.000112056732178 send
276 9.89437103271e-05 send
66 0.00424313545227 recv
1514 0.00583386421204 recv
66 6.8187713623e-05 send
1514 8.48770141602e-05 recv
66 4.79221343994e-05 send
1074 3.21865081787e-05 recv
66 2.28881835938e-05 send
264 0.00866794586182 send
332 0.00865912437439 recv
348 0.000479936599731 send
66 0.00563192367554 recv
172 0.0195891857147 recv
284 0.0219488143921 send
1514 0.0138120651245 recv
100 8.89301300049e-05 recv
66 4.2200088501e-05 send
1514 0.000613927841187 recv
804 0.00196099281311 recv
66 8.98838043213e-05 send
284 0.00521612167358 send
204 0.0110919475555 recv
460 0.00209903717041 send
66 0.0399749279022 recv
1514 0.00670909881592 recv
100 7.70092010498e-05 recv
66 0.000121831893921 send
1514 0.000318050384521 recv
1514 0.00276017189026 recv
1514 5.48362731934e-05 recv
1514 2.40802764893e-05 recv
66 5.00679016113e-05 send
1514 0.00197792053223 recv
1514 4.6968460083e-05 recv
66 2.59876251221e-05 send
1514 4.00543212891e-05 recv
1176 1.78813934326e-05 recv
66 1.4066696167e-05 send
460 0.00145697593689 recv
1514 0.0020580291748 recv
66 4.29153442383e-05 send
1514 4.60147857666e-05 recv
1514 2.40802764893e-05 recv
66 5.69820404053e-05 send
1102 0.0014431476593 recv
66 0.0377068519592 send
748 0.00455498695374 send
66 0.00264811515808 recv
66 0.000692844390869 send
66 0.00143718719482 recv
66 5.29289245605e-05 send
Telex-google
52
74 0 send
74 0.00195503234863 recv
66 0.000113964080811 send
276 7.70092010498e-05 send
66 0.00170111656189 recv
1514 0.00630593299866 recv
66 6.19888305664e-05 send
1514 8.79764556885e-05 recv
66 2.8133392334e-05 send
1074 2.28881835938e-05 recv
66 1.50203704834e-05 send
264 0.0087468624115 send
332 0.00594806671143 recv
348 0.000802040100098 send
66 0.00168609619141 recv
172 0.00881099700928 recv
284 0.0180428028107 send
1514 0.0129561424255 recv
100 9.29832458496e-05 recv
66 2.50339508057e-05 send
1514 0.000537872314453 recv
804 0.0023341178894 recv
66 9.20295715332e-05 send
284 0.00457000732422 send
204 0.0109159946442 recv
460 0.00182390213013 send
66 0.0454530715942 recv
